"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location"
"50002329","HONG KONG JACKIE CHINESE RESTAURANT","Bronx","610","MELROSE AVENUE","10455","7189939988","Chinese","2026-05-11T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","43",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.817366647952","-73.917168316654","201","17","006500","2097082","2023740009","BX34","POINT (-73.917168316654 40.817366647952)"
"50117119","DUNKIN DONUTS BASKIN ROBBINS","Bronx","508","WEST  259 STREET","10471","9738516335","Coffee/Tea","2025-03-20T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","12","A","2025-03-20T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.906889816312","-73.904365307527","208","11","032300","2098116","2059530015","BX22","POINT (-73.904365307527 40.906889816312)"
"50070042","NONNA DELIA'S","Queens","18-32","COLLEGE POINT BOULEVARD","11356","7184456662","Pizza","2023-12-04T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","26",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.782953519028","-73.845880135343","407","19","092500","4449828","4040830034","QN23","POINT (-73.845880135343 40.782953519028)"
"50127356","LITTLE ITALY PIZZA","Manhattan","62","WEST   48 STREET","10036","9178031905","Pizza","2024-05-22T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","12","A","2024-05-22T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.758215251503","-73.980356430819","105","04","009600","1034505","1012630166","MN17","POINT (-73.980356430819 40.758215251503)"
"50072538","PANDA KITCHEN","Brooklyn","943A","PENNSYLVANIA AVENUE","11207","9175159383","Chinese","2025-08-01T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","20",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.655153776638","-73.888055340378","305","42","110400",,"3","BK82","POINT (-73.888055340378 40.655153776638)"
"50134726","KING FOOD","Manhattan","489","AMSTERDAM AVENUE","10024","9175187654","Chinese","2024-07-01T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","12","A","2024-07-01T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.786016097381","-73.976217057172","107","06","016900","1032126","1012140064","MN12","POINT (-73.976217057172 40.786016097381)"
"50105728","CARIDAD RESTAURANT","Queens","100-02","NORTHERN BOULEVARD","11368","9293959033","Latin American","2025-02-20T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2025-02-20T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.75733715822","-73.868311812464","403","21","037700","4042507","4017150001","QN26","POINT (-73.868311812464 40.75733715822)"
"50172069","SOUP ON SOUP","Brooklyn","711","59 STREET","11220","5854936323","Chinese","2025-12-29T00:00:00.000","Violations were cited in the following area(s).","05C","Food contact surface, refillable, reusable containers, or equipment improperly constructed, placed or maintained. Unacceptable material used. Culinary sink or other acceptable method not provided for washing food.","Critical","40",,,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.637108882112","-74.010661415921","307","43","010400","3016233","3008580074","BK34","POINT (-74.010661415921 40.637108882112)"
"40395310","SUNRISE DINER","Queens","45-04","PARSONS BOULEVARD","11355","7188864855","American","2025-10-24T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","13","A","2025-10-24T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.755551739087","-73.815544696668","407","20","120100","4117534","4052050019","QN52","POINT (-73.815544696668 40.755551739087)"
"50070206","BLUE CAFE RESTAURANT & BAR","Queens","82-63","BROADWAY","11373","7183960717","Latin American","2023-05-22T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","43",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.741920085896","-73.881124561761","404","25","027100","4037524","4015180088","QN29","POINT (-73.881124561761 40.741920085896)"
"50148428","FOOD PASSION","Manhattan","1200","LEXINGTON AVENUE","10028","9177741177","American","2026-01-06T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","44",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.776615474935","-73.957694312553","108","04","014000","1047560","1015100017","MN40","POINT (-73.957694312553 40.776615474935)"
"41634303","LA ESTRELLA TROPICAL","Bronx","744","BURKE AVENUE","10467","7187985723","Spanish","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","16",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.871391343687","-73.865065877195","212","12","033800","2055613","2045700025","BX07","POINT (-73.865065877195 40.871391343687)"
"41251802","LETY BAKERY","Queens","77-07","37 AVENUE","11372","7185076539","Bakery Products/Desserts","2024-04-22T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2024-04-22T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.749278255812","-73.88879524033","403","25","028700","4029588","4012770036","QN28","POINT (-73.88879524033 40.749278255812)"
"50125567","LITTLE RIVER","Manhattan","440","EAST   29 STREET","10016","2127064126","American","2023-02-28T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","7","A","2023-02-28T00:00:00.000","2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.740008051329","-73.9742884901","106","04","006200","1091696","1009627502","MN20","POINT (-73.9742884901 40.740008051329)"
"50148427","SWEET CATS ARCADE","Manhattan","21","EAST   17 STREET","10003","9292183130","Coffee/Tea","2025-03-12T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","05C","Food contact surface, refillable, reusable containers, or equipment improperly constructed, placed or maintained. Unacceptable material used. Culinary sink or other acceptable method not provided for washing food.","Critical","125",,,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.737342655662","-73.990827223478","105","03","005200","1016120","1008460016","MN13","POINT (-73.990827223478 40.737342655662)"
"50105500","LE PAIN QUOTIDIEN","Manhattan","1270","1 AVENUE","10065","2129885001","French","2025-03-05T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","43",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.765458041436","-73.957694207106","108","05","011600","1045574","1014630003","MN31","POINT (-73.957694207106 40.765458041436)"
"40996365","POPEYES","Manhattan","75","LEXINGTON AVENUE","10010","2127257033","Chicken","2024-05-07T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","3","A","2024-05-07T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.741255862317","-73.983457715611","106","02","006800","1018119","1008810062","MN21","POINT (-73.983457715611 40.741255862317)"
"50070626","LILLO","Brooklyn","331","HENRY STREET","11201","3477630899","Italian","2022-05-13T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","23",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.690305864691","-73.996437338569","306","39","004500","3002940","3002850002","BK33","POINT (-73.996437338569 40.690305864691)"
"50144322","PLUM RESTAURANT & LOUNGE","Brooklyn","3342","NOSTRAND AVENUE","11229","3478699149","Caribbean","2026-02-19T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","34","N",,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.60233761442","-73.942262545173","315","46","056600","3198899","3073340005","BK44","POINT (-73.942262545173 40.60233761442)"
"41651838","BEER AUTHORITY","Manhattan","300","WEST   40 STREET","10018","2125108415","Irish","2026-04-30T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","10","A","2026-04-30T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.756116851237","-73.991156703009","104","03","011500","1013688","1007630042","MN15","POINT (-73.991156703009 40.756116851237)"
"50135195","MODERN COFFEE HOUSE","Manhattan","105","EAST BROADWAY","10002","9172672333","Bakery Products/Desserts","2025-06-25T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","94",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.713789981732","-73.99321844896","103","01","000800","1003535","1002820025","MN27","POINT (-73.99321844896 40.713789981732)"
"50046909","CLUB AMADEUS","Queens","79-51","ALBION AVENUE","11373","7185051170","Caribbean","2026-06-06T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","68",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.739241854024","-73.884456482735","404","25","048500","4437152","4015360120","QN50","POINT (-73.884456482735 40.739241854024)"
"40372618","BURGER KING","Queens","154-05","ROCKAWAY BOULEVARD","11434","7185275044","Hamburgers","2024-08-30T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","Not Critical","12","A","2024-08-30T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.667935318774","-73.780984279643","412","28","029400","4266764","4123100001","QN02","POINT (-73.780984279643 40.667935318774)"
"50140819","KELLOGG'S DINER","Brooklyn","518","METROPOLITAN AVENUE","11211","7187824505","American","2024-09-24T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","12",,,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Compliance Inspection","40.714051792795","-73.951818330357","301","34","051300","3062529","3023710027","BK73","POINT (-73.951818330357 40.714051792795)"
"50119663","MOMO ASHI","Queens","147-05","45 AVENUE","11355","5186573505","Coffee/Tea","2023-06-27T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","27","B","2023-06-27T00:00:00.000","2026-07-01T06:00:14.000","Pre-permit (Operational) / Re-inspection","40.755526153094","-73.814996126083","407","20","118900","4121969","4054060047","QN52","POINT (-73.814996126083 40.755526153094)"
"50143570","MIZNON","Manhattan","1410","BROADWAY","10018","9178177600","Jewish/Kosher","2025-03-19T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","77",,,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.753489733029","-73.987110953723","105","04","011300","1015274","1008140052","MN17","POINT (-73.987110953723 40.753489733029)"
"41573961","GOOD VIEW BAKERY","Brooklyn","7820","NEW UTRECHT AVENUE","11214","7186219388","Chinese","2022-12-14T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","30",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.61316388294","-74.000698739412","311","38","018200","3162097","3062590044","BK28","POINT (-74.000698739412 40.61316388294)"
"41610874","DUNKIN","Bronx","3080","BOSTON ROAD","10469","6468724159","Donuts","2025-07-30T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","7","A","2025-07-30T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.870903071931","-73.85624801262","211","12","034400","2111234","2045790033","BX31","POINT (-73.85624801262 40.870903071931)"
"50064820","LA VECINA","Queens","30-66","STEINWAY STREET","11103","7187558942","Latin American","2025-08-29T00:00:00.000","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","21",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.762314518125","-73.916287655308","401","22","015500","4010687","4006600176","QN70","POINT (-73.916287655308 40.762314518125)"
"50155926","MI DULCE VICTORIA","Queens","91-28","CORONA AVENUE","11373","9297249404","Bakery Products/Desserts","2025-04-14T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","25","N",,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.742468643507","-73.873068803946","404","25","046100","4045620","4018480011","QN29","POINT (-73.873068803946 40.742468643507)"
"50133297","U BAR 2 LOUNGE","Brooklyn","870","4 AVENUE","11232","3476056057","American","2024-05-19T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","2",,,"2026-07-01T06:00:14.000","Inter-Agency Task Force / Initial Inspection","40.656827868298","-74.001809266262","307","38","010100","3010002","3006760042","BK32","POINT (-74.001809266262 40.656827868298)"
"50002841","DUNKIN","Manhattan","33","BEAVER STREET","10004","2127858001","Donuts","2024-03-01T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","7","A","2024-03-01T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.704959659938","-74.011711046934","101","01","000900","1000817","1000240001","MN25","POINT (-74.011711046934 40.704959659938)"
"50118521","HOME THE BRONX STEAKHOUSE","Bronx","224","WEST  238 STREET","10463","7183141300","American","2025-12-17T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","9","A","2025-12-17T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.884859640783","-73.899898159867","208","11","028300","2016179","2032700052","BX29","POINT (-73.899898159867 40.884859640783)"
"50133260","SUBWAY","Staten Island","597","BAY STREET","10304","7329103666","Sandwiches","2025-11-26T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","13",,,"2026-07-01T06:00:14.000","Cycle Inspection / Compliance Inspection","40.627277053994","-74.075998647414","501","49","002100","5013201","5004920001","SI37","POINT (-74.075998647414 40.627277053994)"
"50142024","BONJOUR MIXEUR","Manhattan","1436","LEXINGTON AVENUE","10128","2129334626","French","2025-08-04T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","19","B","2025-08-04T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.784323276328","-73.952067000034","108","04","015801","1048410","1015220156","MN40","POINT (-73.952067000034 40.784323276328)"
"50076550","ISABELA'S","Brooklyn","4412","4 AVENUE","11220","7188326715","Mexican","2025-05-07T00:00:00.000","Violations were cited in the following area(s).","02H","After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.","Critical","27",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.649688338499","-74.009232753452","307","38","008000","3011142","3007370042","BK32","POINT (-74.009232753452 40.649688338499)"
"50158658","ZARA ARTHUR MEDITERRANEAN CUISINE","Staten Island","854","ARTHUR KILL ROAD","10312","9296351500","Mediterranean","2025-04-21T00:00:00.000","Violations were cited in the following area(s).","10E","Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment","Not Critical","13","A","2025-04-21T00:00:00.000","2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.560901825472","-74.16899824374","503","51","014607","5153495","5055330062","SI54","POINT (-74.16899824374 40.560901825472)"
"50113739","TASTY COW 88 SZECHUAN CUISINE","Queens","249-04","HORACE HARDING EXPRESSWAY","11362","9178731208","Chinese","2025-06-02T00:00:00.000","Violations were cited in the following area(s).","05D","No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.","Critical","60",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.760556514979","-73.731286139142","411","23","152902","4172803","4083360001","QN45","POINT (-73.731286139142 40.760556514979)"
"50152946","ANITA'S CUISINE","Manhattan","1557","SAINT NICHOLAS AVENUE","10040","7183718735","Mexican","2025-07-03T00:00:00.000","Violations were cited in the following area(s).","05D","No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.","Critical","55",,,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.85354299943","-73.930649739017","112","10","027900","1063997","1021680015","MN35","POINT (-73.930649739017 40.85354299943)"
"50149179","BLUE COLLAR BURGER","Brooklyn","704","MANHATTAN AVENUE","11222","7184182326","Hamburgers","2025-12-18T00:00:00.000","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","20","N",,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.725747286544","-73.951907254139","301","33","056100","3065649","3026200037","BK76","POINT (-73.951907254139 40.725747286544)"
"40709941","PEPOLINO","Manhattan","281","WEST BROADWAY","10013","2129669983","Italian","2024-05-21T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","48",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.720992348962","-74.004902727484","101","01","003300","1002726","1002110016","MN24","POINT (-74.004902727484 40.720992348962)"
"41689524","PARKSANBAL BABS","Queens","41-10","162 STREET","11358","7188408467","Korean","2026-02-28T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","18",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.761150944561","-73.803887553386","407","20","117100","4120428","4053340017","QN51","POINT (-73.803887553386 40.761150944561)"
"41174643","ELSA LA REINA DEL CHICHARRON 3","Bronx","1A","EAST  183 STREET","10453","7182957383","Latin American","2026-06-04T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","23",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.858661590285","-73.903549226196","205","14","023900","2014080","2031870001","BX40","POINT (-73.903549226196 40.858661590285)"
"50097268","CINNABON","Staten Island","2655","RICHMOND AVENUE","10314","9293169177","Bakery Products/Desserts","2022-11-14T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","Critical","13","A","2022-11-14T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.582297419955","-74.169052592685","502","51","027702","5039658","5024000180","SI24","POINT (-74.169052592685 40.582297419955)"
"50152882","SYKO MARKETPLACE","Brooklyn","214A","PROSPECT PARK WEST","11215","6464626762","Asian/Asian Fusion","2025-04-08T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","25","B","2025-04-08T00:00:00.000","2026-07-01T06:00:14.000","Pre-permit (Operational) / Re-inspection","40.660246218596","-73.980504333237","307","39","016900","3026913","3011090039","BK40","POINT (-73.980504333237 40.660246218596)"
"50105644","BB JUICE BAR","Bronx","25","EAST  170 STREET","10452","6467378030","Juice, Smoothies, Fruit Salads","2023-06-16T00:00:00.000","Violations were cited in the following area(s).","20-06","Current letter grade or Grade Pending card not posted","Not Critical",,,,"2026-07-01T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.839834725209","-73.916652334456","204","16","022300","2008097","2028430035","BX63","POINT (-73.916652334456 40.839834725209)"
"50171422","ZOEFIA","Queens","83-35","PARSONS BOULEVARD","11432","3477527067","Filipino","2025-07-30T00:00:00.000","Violations were cited in the following area(s).","28-05","Food adulterated or misbranded. Adulterated or misbranded food possessed, being manufactured, produced, packed, sold, offered for sale, delivered or given away","Not Critical","27","N",,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.714872136202","-73.807581019053","408","24","045000","4314849","4068620306","QN35","POINT (-73.807581019053 40.714872136202)"
"50074925","ROLLY KIMBAB","Queens","163-16","NORTHERN BOULEVARD","11358","7186611544","Korean","2024-03-19T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","12","A","2024-03-19T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.761272354461","-73.802659863004","407","20","117100","4120498","4053370034","QN51","POINT (-73.802659863004 40.761272354461)"
"50165781","DALLAS BBQ","Manhattan","241","WEST   42 STREET","10036","2122219000","American","2026-01-06T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2026-01-06T00:00:00.000","2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.756802831341","-73.988759872837","105","03","011900","1087142","1010140001","MN17","POINT (-73.988759872837 40.756802831341)"
"50111648","KENNEDY CHICKEN PIZZA & BURGER","Bronx","131","WEST KINGSBRIDGE ROAD","10468","7184847308","Chicken","2026-05-26T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","28-06","Contract with a pest management professional not in place. Record of extermination activities not kept on premises.","Not Critical","60",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.868961963276","-73.902836405988","208","14","026701","2015289","2032480140","BX28","POINT (-73.902836405988 40.868961963276)"
"50114831","HOME OF ASTORIA (HOA)","Queens","28-49","STEINWAY STREET","11103","9177449839","Fusion","2026-01-23T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","53",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.765183786796","-73.913923092413","401","22","014700","4010772","4006630001","QN70","POINT (-73.913923092413 40.765183786796)"
"41416592","SOUTH SHORE LITTLE LEAGUE","Staten Island","540","PAGE AVENUE","10307","7188015465","Pizza","2018-05-30T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","A","2018-05-30T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.509990207577","-74.23085280989","503","51","024401","5000000","5077860075","SI11","POINT (-74.23085280989 40.509990207577)"
"50122132","MOCHI DOLCI","Manhattan","222","WEST   79 STREET","10024","6462509548","Asian/Asian Fusion","2023-05-17T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","28",,,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.783496993429","-73.979197034694","107","06","016700","1030916","1011700043","MN12","POINT (-73.979197034694 40.783496993429)"
"40945190","3 SISTERS' & SHANTA'S RESTAURANT & BAKERY","Queens","107-04","LIBERTY AVENUE","11417","7188453570","Caribbean","2025-05-15T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","12","A","2025-05-15T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.683340880302","-73.834432836143","410","28","009600","4202226","4095300002","QN55","POINT (-73.834432836143 40.683340880302)"
"50164631","LOS TACOS NO.1","Manhattan","20","BROAD STREET","10005","7816262148","Mexican","2025-02-11T00:00:00.000","Violations were cited in the following area(s).","20-01","Allergen or intolerance notice not translated into common language when required","Not Critical",,,,"2026-07-01T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.706546204504","-74.011033245601","101","01","000700","1000816","1000230050","MN25","POINT (-74.011033245601 40.706546204504)"
"50117593","MCDONALDS","Brooklyn","3143","ATLANTIC AVENUE","11208","5168723700","American","2024-05-22T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","7","A","2024-05-22T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.679543021536","-73.879094602218","305","37","117400","3088244","3039600058","BK83","POINT (-73.879094602218 40.679543021536)"
